日期 - date,滚动市盈率 - pe_ttm,滚动扣非市盈率 - koufei_pe_ttm,滚动市净率 - pb_ttm,动态市销率 - ps_ttm,动态股息收益率 % - dividend_yield,ROE %,总市值 - total market cap,A股总市值 - A gu zong shi zhi,收盘价(前复权) - close price,开盘价-open,最高价-high,最低价-low,涨跌幅-up
2018-07-19,41.85,64.91,7.16,8.09,0.0,17.12,1800.73,1800.73,82.44,81.55,84.68,80.23,0.74%
2018-07-18,41.54,64.44,7.11,8.03,0.0,17.12,1787.48,1787.48,81.83,81.83,83.91,79.67,0.0%
2018-07-17,41.54,64.44,7.11,8.03,0.0,17.12,1787.48,1787.48,81.83,82.65,83.71,79.22,-1.93%
2018-07-16,42.36,65.7,7.25,8.19,0.0,17.12,1822.67,1822.67,83.44,82.25,84.29,79.66,1.45%
2018-07-13,41.75,64.76,7.15,8.07,0.0,17.12,1796.61,1796.61,82.25,81.55,87.99,80.59,-2.44%
2018-07-12,42.8,66.39,7.33,8.28,0.0,17.12,1841.57,1841.57,84.31,75.61,84.31,75.19,10.01%
2018-07-11,38.9,60.35,6.66,7.52,0.0,17.12,1674.08,1674.08,76.64,69.62,78.51,69.2,6.44%
2018-07-10,36.55,56.7,6.26,7.07,0.0,17.12,1572.84,1572.84,72.0,74.59,75.47,71.27,1.19%
2018-07-09,36.12,56.03,6.18,6.98,0.0,17.12,1554.38,1554.38,71.16,70.41,71.18,68.73,0.95%
2018-07-06,35.78,55.51,6.13,6.92,0.0,17.12,1539.82,1539.82,70.49,68.43,74.09,68.32,3.01%
2018-07-05,34.74,53.89,5.95,6.72,0.0,17.12,1494.85,1494.85,68.43,64.64,71.49,64.52,4.38%
2018-07-04,33.28,51.62,5.7,6.44,0.0,17.12,1432.07,1432.07,65.56,67.78,67.78,65.14,-4.86%
2018-07-03,34.98,54.26,5.99,6.76,0.0,17.12,1505.28,1505.28,68.91,69.82,70.8,65.49,-1.01%
2018-07-02,35.34,54.82,6.05,6.83,0.0,17.12,1520.71,1520.71,69.62,70.4,71.09,68.73,-2.72%
2018-06-29,36.33,56.35,6.22,7.02,0.0,17.12,1563.29,1563.29,71.57,68.3,73.89,67.4,5.5%
